REPORT NUMBER,DATE,TIME,OFFENSE,ADDRESS,X_Coordinates,Y_Coordinates,Zones,X_Coordinates.1,Y_Coordinates.1,Zones.1
201710080,2017-10-03,1744,SHOPLIFTING,3000 BLK JEFFERSON AVE,-76.4225932,36.9851262,R,-76.4225932,36.9851262,R
201710081,2017-10-03,1757,SHOPLIFTING,3000 BLK JEFFERSON AVE,-76.4225932,36.9851262,R,-76.4225932,36.9851262,R
201731697,2017-10-03,1821,SHOPLIFTING,6100 BLK JEFFERSON AVE,-76.4441522,37.0204523,C,-76.4441522,37.0204523,C
201731699,2017-10-03,2214,SHOPLIFTING,11700 BLK JEFFERSON AVE,-76.4747446,37.0755734,C,-76.4747446,37.0755734,C
201731712,2017-10-04,843,SHOPLIFTING,300 BLK CHATHAM DR,-76.5119698,37.1243049,C,-76.5119698,37.1243049,C
201731734,2017-10-04,1817,SHOPLIFTING,10800 BLK WARWICK BLVD,-76.4667659,37.0377816,C,-76.4667659,37.0377816,C
201710085,2017-10-04,1838,SHOPLIFTING,12300 BLK JEFFERSON AVE,-76.495616,37.112658,C,-76.495616,37.112658,C
201710088,2017-10-05,1911,SHOPLIFTING,14200 BLK WARWICK BLVD,-76.533162,37.1267791,C,-76.533162,37.1267791,C
201731792,2017-10-06,843,SHOPLIFTING,12400 BLK WARWICK BLVD,-76.4922018,37.0681471,C,-76.4922018,37.0681471,C
201758001,2017-10-06,1718,SHOPLIFTING,500 BLK BLAND BLVD,-76.518583,37.122077,P,-76.518583,37.122077,P
201758002,2017-10-06,1722,SHOPLIFTING,12100 BLK JEFFERSON AVE,-76.493523,37.105174,C,-76.493523,37.105174,C
201758008,2017-10-06,1918,SHOPLIFTING,6100 BLK JEFFERSON AVE,-76.4441522,37.0204523,C,-76.4441522,37.0204523,C
201758039,2017-10-07,2051,SHOPLIFTING,500 BLK BLAND BLVD,-76.518583,37.122077,P,-76.518583,37.122077,P
201758062,2017-10-08,1558,SHOPLIFTING,12400 BLK JEFFERSON AVE,-76.504475,37.119529,M,-76.504475,37.119529,M
201758098,2017-10-09,1719,SHOPLIFTING,12100 BLK JEFFERSON AVE,-76.493523,37.105174,C,-76.493523,37.105174,C
201758113,2017-10-10,851,SHOPLIFTING,12400 BLK JEFFERSON AVE,-76.504475,37.119529,M,-76.504475,37.119529,M
201710095,2017-10-10,1402,SHOPLIFTING,600 BLK STONEY CREEK LN,-76.520323,37.1424356,R,-76.520323,37.1424356,R
201731940,2017-10-10,1404,SHOPLIFTING,14300 BLK WARWICK BLVD,-76.5349533,37.1275595,C,-76.5349533,37.1275595,C
201758119,2017-10-10,1519,SHOPLIFTING,12300 BLK JEFFERSON AVE,-76.495616,37.112658,C,-76.495616,37.112658,C
201710090,2017-10-11,1819,SHOPLIFTING,300 BLK OYSTER POINT RD,-76.5109083,37.1035132,C,-76.5109083,37.1035132,C
201758176,2017-10-12,953,SHOPLIFTING,3600 BLK WASHINGTON AVE,-76.4344579,36.9851225,C,-76.4344579,36.9851225,C
201758188,2017-10-13,103,SHOPLIFTING,700 BLK J CLYDE MORRIS BLVD,-76.4667135,37.0765421,C,-76.4667135,37.0765421,C
201710105,2017-10-13,1405,SHOPLIFTING,300 BLK OYSTER POINT RD,-76.5109083,37.1035132,C,-76.5109083,37.1035132,C
201710104,2017-10-13,1903,SHOPLIFTING,600 BLK PILOT HOUSE DR,-76.4780842,37.0807253,C,-76.4780842,37.0807253,C
201710103,2017-10-13,1944,SHOPLIFTING,600 BLK PILOT HOUSE DR,-76.4780842,37.0807253,C,-76.4780842,37.0807253,C
201710102,2017-10-14,1338,SHOPLIFTING,3000 BLK JEFFERSON AVE,-76.4225932,36.9851262,R,-76.4225932,36.9851262,R
201732102,2017-10-15,1630,SHOPLIFTING,6100 BLK JEFFERSON AVE,-76.4441522,37.0204523,C,-76.4441522,37.0204523,C
201732117,2017-10-16,1131,SHOPLIFTING,11700 BLK JEFFERSON AVE,-76.4747446,37.0755734,C,-76.4747446,37.0755734,C
201732148,2017-10-17,1051,SHOPLIFTING,300 BLK CHATHAM DR,-76.5119698,37.1243049,C,-76.5119698,37.1243049,C
201710113,2017-10-18,1328,SHOPLIFTING,12100 BLK JEFFERSON AVE,-76.493523,37.105174,C,-76.493523,37.105174,C
201732218,2017-10-18,1920,SHOPLIFTING,5100 BLK JEFFERSON AVE,-76.4307291,36.9985925,C,-76.4307291,36.9985925,C
201710110,2017-10-19,1558,SHOPLIFTING,900 BLK J. CLYDE MORRIS BLVD,-76.4589279,37.0888359,C,-76.4589279,37.0888359,C
201758356,2017-10-19,1606,SHOPLIFTING,3300 BLK ROANOKE AVE,-76.4120836,36.9915884,R,-76.4120836,36.9915884,R
201732260,2017-10-19,1830,SHOPLIFTING,12300 BLK JEFFERSON AVE,-76.495616,37.112658,C,-76.495616,37.112658,C
201732281,2017-10-20,1245,SHOPLIFTING,300 BLK CHATHAM DR,-76.5119698,37.1243049,C,-76.5119698,37.1243049,C
201732282,2017-10-20,1351,SHOPLIFTING,12000 BLK JEFFERSON AVE,-76.4871821,37.0973237,O,-76.4871821,37.0973237,O
201758394,2017-10-20,2008,SHOPLIFTING,400 BLK ORIANA RD,-76.5382867,37.1301158,C,-76.5382867,37.1301158,C
201732320,2017-10-21,1713,SHOPLIFTING,300 BLK CHATHAM DR,-76.5119698,37.1243049,C,-76.5119698,37.1243049,C
201732341,2017-10-22,1436,SHOPLIFTING,1800 BLK 27TH ST,-76.3970522,36.9935689,C,-76.3970522,36.9935689,C
201710115,2017-10-22,1714,SHOPLIFTING,14200 BLK WARWICK BLVD,-76.533162,37.1267791,C,-76.533162,37.1267791,C
201710118,2017-10-23,1901,SHOPLIFTING,600 BLK STONEY CREEK LN,-76.520323,37.1424356,R,-76.520323,37.1424356,R
201732410,2017-10-24,1052,SHOPLIFTING,12500 BLK WARWICK BLVD,-76.4941434,37.0762992,C,-76.4941434,37.0762992,C
201710126,2017-10-24,1212,SHOPLIFTING,600 BLK STONEY CREEK LN,-76.520323,37.1424356,R,-76.520323,37.1424356,R
201710125,2017-10-24,1228,SHOPLIFTING,600 BLK STONEY CREEK LN,-76.520323,37.1424356,R,-76.520323,37.1424356,R
201710124,2017-10-24,1421,SHOPLIFTING,3000 BLK JEFFERSON AVE,-76.4225932,36.9851262,R,-76.4225932,36.9851262,R
201710123,2017-10-24,1516,SHOPLIFTING,3000 BLK JEFFERSON AVE,-76.4225932,36.9851262,R,-76.4225932,36.9851262,R
201710122,2017-10-25,1616,SHOPLIFTING,300 BLK OYSTER POINT RD,-76.5109083,37.1035132,C,-76.5109083,37.1035132,C
201732464,2017-10-25,1622,SHOPLIFTING,12500 BLK JEFFERSON AVE,-76.5100863,37.1276496,M,-76.5100863,37.1276496,M
201710120,2017-10-25,1848,SHOPLIFTING,3000 BLK JEFFERSON AVE,-76.4225932,36.9851262,R,-76.4225932,36.9851262,R
201710121,2017-10-25,1919,SHOPLIFTING,3000 BLK JEFFERSON AVE,-76.4225932,36.9851262,R,-76.4225932,36.9851262,R
201758562,2017-10-27,640,SHOPLIFTING,12000 BLK JEFFERSON AVE,-76.4871821,37.0973237,O,-76.4871821,37.0973237,O
201710127,2017-10-27,1306,SHOPLIFTING,3000 BLK JEFFERSON AVE,-76.4225932,36.9851262,R,-76.4225932,36.9851262,R
201758569,2017-10-27,1335,SHOPLIFTING,5100 BLK JEFFERSON AVE,-76.4307291,36.9985925,C,-76.4307291,36.9985925,C
201758575,2017-10-27,1630,SHOPLIFTING,6100 BLK JEFFERSON AVE,-76.4441522,37.0204523,C,-76.4441522,37.0204523,C
201710131,2017-10-27,1954,SHOPLIFTING,600 BLK PILOT HOUSE DR,-76.4780842,37.0807253,C,-76.4780842,37.0807253,C
201758597,2017-10-28,1315,SHOPLIFTING,12400 BLK JEFFERSON AVE,-76.504475,37.119529,M,-76.504475,37.119529,M
201732546,2017-10-28,2100,SHOPLIFTING,13700 BLK WARWICK BLVD,-76.5266492,37.1219266,C,-76.5266492,37.1219266,C
201710130,2017-10-29,519,SHOPLIFTING,14200 BLK WARWICK BLVD,-76.533162,37.1267791,C,-76.533162,37.1267791,C
201732557,2017-10-29,1349,SHOPLIFTING,700 BLK J CLYDE MORRIS BLVD,-76.4667135,37.0765421,C,-76.4667135,37.0765421,C
201732588,2017-10-30,2248,SHOPLIFTING,15600 BLK WARWICK BLVD,-76.556477,37.1607465,C,-76.556477,37.1607465,C
201732612,2017-10-31,1534,SHOPLIFTING,600 BLK PILOT HOUSE DR,-76.4780842,37.0807253,C,-76.4780842,37.0807253,C
201732614,2017-10-31,2116,SHOPLIFTING,2600 BLK JEFFERSON AVE,-76.42135,36.9825725,C,-76.42135,36.9825725,C
201710133,2017-11-01,1819,SHOPLIFTING,300 BLK OYSTER POINT RD,-76.5109083,37.1035132,C,-76.5109083,37.1035132,C
201758739,2017-11-03,222,SHOPLIFTING,300 BLK DENBIGH BLVD,-76.5467932,37.1242892,R,-76.5467932,37.1242892,R
201758745,2017-11-03,908,SHOPLIFTING,12400 BLK JEFFERSON AVE,-76.504475,37.119529,M,-76.504475,37.119529,M
201758762,2017-11-03,2106,SHOPLIFTING,6100 BLK JEFFERSON AVE,-76.4441522,37.0204523,C,-76.4441522,37.0204523,C
201710134,2017-11-04,1130,SHOPLIFTING,14200 BLK WARWICK BLVD,-76.533162,37.1267791,C,-76.533162,37.1267791,C
201710135,2017-11-04,1208,SHOPLIFTING,14200 BLK WARWICK BLVD,-76.533162,37.1267791,C,-76.533162,37.1267791,C
201758787,2017-11-04,1225,SHOPLIFTING,500 BLK BLAND BLVD,-76.518583,37.122077,P,-76.518583,37.122077,P
201758792,2017-11-04,1355,SHOPLIFTING,12400 BLK JEFFERSON AVE,-76.504475,37.119529,M,-76.504475,37.119529,M
201758823,2017-11-05,1118,SHOPLIFTING,12000 BLK JEFFERSON AVE,-76.4871821,37.0973237,O,-76.4871821,37.0973237,O
201758818,2017-11-05,1214,SHOPLIFTING,6100 BLK JEFFERSON AVE,-76.4441522,37.0204523,C,-76.4441522,37.0204523,C
201710136,2017-11-05,1636,SHOPLIFTING,300 BLK OYSTER POINT RD,-76.5109083,37.1035132,C,-76.5109083,37.1035132,C
201758872,2017-11-06,1744,SHOPLIFTING,12100 BLK JEFFERSON AVE,-76.493523,37.105174,C,-76.493523,37.105174,C
201758869,2017-11-06,2028,SHOPLIFTING,12300 BLK JEFFERSON AVE,-76.495616,37.112658,C,-76.495616,37.112658,C
201758892,2017-11-07,1318,SHOPLIFTING,500 BLK BLAND BLVD,-76.518583,37.122077,P,-76.518583,37.122077,P
201758900,2017-11-07,1628,SHOPLIFTING,12300 BLK JEFFERSON AVE,-76.495616,37.112658,C,-76.495616,37.112658,C
201758902,2017-11-07,1645,SHOPLIFTING,12400 BLK JEFFERSON AVE,-76.504475,37.119529,M,-76.504475,37.119529,M
201732790,2017-11-07,1751,SHOPLIFTING,12300 BLK JEFFERSON AVE,-76.495616,37.112658,C,-76.495616,37.112658,C
201758908,2017-11-07,2001,SHOPLIFTING,12400 BLK JEFFERSON AVE,-76.504475,37.119529,M,-76.504475,37.119529,M
201758922,2017-11-08,1223,SHOPLIFTING,11700 BLK JEFFERSON AVE,-76.4747446,37.0755734,C,-76.4747446,37.0755734,C
201710144,2017-11-10,1149,SHOPLIFTING,600 BLK STONEY CREEK LN,-76.520323,37.1424356,R,-76.520323,37.1424356,R
201710143,2017-11-10,1344,SHOPLIFTING,14200 BLK WARWICK BLVD,-76.533162,37.1267791,C,-76.533162,37.1267791,C
201710142,2017-11-10,1444,SHOPLIFTING,900 BLK J CLYDE MORRIS BLVD,-76.4589279,37.0888359,C,-76.4589279,37.0888359,C
201710141,2017-11-10,1454,SHOPLIFTING,14200 BLK WARWICK BLVD,-76.533162,37.1267791,C,-76.533162,37.1267791,C
201759021,2017-11-12,1107,SHOPLIFTING,12400 BLK JEFFERSON AVE,-76.504475,37.119529,M,-76.504475,37.119529,M
201759027,2017-11-12,1731,SHOPLIFTING,12000 BLK JEFFERSON AVE,-76.4871821,37.0973237,O,-76.4871821,37.0973237,O
201759044,2017-11-13,1043,SHOPLIFTING,3100 BLK JEFFERSON AVE,-76.4231737,36.9854288,C,-76.4231737,36.9854288,C
201710139,2017-11-13,1408,SHOPLIFTING,900 BLK J CLYDE MORRIS BLVD,-76.4589279,37.0888359,C,-76.4589279,37.0888359,C
201710145,2017-11-14,1528,SHOPLIFTING,3000 BLK JEFFERSON AVE,-76.4225932,36.9851262,R,-76.4225932,36.9851262,R
201732954,2017-11-14,1923,SHOPLIFTING,0 BLK HIDEN BLVD,-76.5004773,37.0676714,R,-76.5004773,37.0676714,R
201732964,2017-11-15,1047,SHOPLIFTING,12800 BLK JEFFERSON AVE,-76.5200872,37.1391605,C,-76.5200872,37.1391605,C
201732977,2017-11-15,1338,SHOPLIFTING,500 BLK BLAND BLVD,-76.518583,37.122077,P,-76.518583,37.122077,P
201710147,2017-11-15,1744,SHOPLIFTING,3000 BLK JEFFERSON AVE,-76.4225932,36.9851262,R,-76.4225932,36.9851262,R
201759100,2017-11-15,1751,SHOPLIFTING,6100 BLK JEFFERSON AVE,-76.4441522,37.0204523,C,-76.4441522,37.0204523,C
201759123,2017-11-16,1740,SHOPLIFTING,6100 BLK JEFFERSON AVE,-76.4441522,37.0204523,C,-76.4441522,37.0204523,C
201759128,2017-11-16,2106,SHOPLIFTING,6100 BLK JEFFERSON AVE,-76.4441522,37.0204523,C,-76.4441522,37.0204523,C
201733040,2017-11-17,1329,SHOPLIFTING,2900 BLK JEFFERSON AVE,-76.4225706,36.9843615,C,-76.4225706,36.9843615,C
201710168,2017-11-17,1515,SHOPLIFTING,3000 BLK JEFFERSON AVE,-76.4225932,36.9851262,R,-76.4225932,36.9851262,R
201759184,2017-11-18,1225,SHOPLIFTING,2600 BLK JEFFERSON AVE,-76.42135,36.9825725,C,-76.42135,36.9825725,C
201759185,2017-11-18,1226,SHOPLIFTING,6100 BLK JEFFERSON AVE,-76.4441522,37.0204523,C,-76.4441522,37.0204523,C
201759201,2017-11-18,2300,SHOPLIFTING,11700 BLK JEFFERSON AVE,-76.4747446,37.0755734,C,-76.4747446,37.0755734,C
201733094,2017-11-19,1335,SHOPLIFTING,700 BLK J CLYDE MORRIS BLVD,-76.4667135,37.0765421,C,-76.4667135,37.0765421,C
201759221,2017-11-19,1705,SHOPLIFTING,6100 BLK JEFFERSON AVE,-76.4441522,37.0204523,C,-76.4441522,37.0204523,C
201759247,2017-11-20,1126,SHOPLIFTING,3000 BLK JEFFERSON AVE,-76.4225932,36.9851262,R,-76.4225932,36.9851262,R
201759264,2017-11-20,1947,SHOPLIFTING,12400 BLK JEFFERSON AVE,-76.504475,37.119529,M,-76.504475,37.119529,M
201710165,2017-11-21,1245,SHOPLIFTING,3000 BLK JEFFERSON AVE,-76.4225932,36.9851262,R,-76.4225932,36.9851262,R
201733204,2017-11-22,1824,SHOPLIFTING,12300 BLK JEFFERSON AVE,-76.495616,37.112658,C,-76.495616,37.112658,C
201733203,2017-11-22,1824,SHOPLIFTING,12300 BLK JEFFERSON AVE,-76.495616,37.112658,C,-76.495616,37.112658,C
201759336,2017-11-23,2358,SHOPLIFTING,12300 BLK JEFFERSON AVE,-76.495616,37.112658,C,-76.495616,37.112658,C
201759358,2017-11-24,2006,SHOPLIFTING,6100 BLK JEFFERSON AVE,-76.4441522,37.0204523,C,-76.4441522,37.0204523,C
201733284,2017-11-26,1105,SHOPLIFTING,12300 BLK JEFFERSON AVE,-76.495616,37.112658,C,-76.495616,37.112658,C
201733285,2017-11-26,1118,SHOPLIFTING,12300 BLK JEFFERSON AVE,-76.495616,37.112658,C,-76.495616,37.112658,C
201733292,2017-11-26,1633,SHOPLIFTING,12000 BLK JEFFERSON AVE,-76.4871821,37.0973237,O,-76.4871821,37.0973237,O
201733386,2017-11-27,1800,SHOPLIFTING,6100 BLK JEFFERSON AVE,-76.4441522,37.0204523,C,-76.4441522,37.0204523,C
201733338,2017-11-28,1206,SHOPLIFTING,12400 BLK JEFFERSON AVE,-76.504475,37.119529,M,-76.504475,37.119529,M
201759446,2017-11-28,1509,SHOPLIFTING,12300 BLK JEFFERSON AVE,-76.495616,37.112658,C,-76.495616,37.112658,C
201733359,2017-11-29,1137,SHOPLIFTING,12800 BLK JEFFERSON AVE,-76.5200872,37.1391605,C,-76.5200872,37.1391605,C
201710151,2017-11-29,1221,SHOPLIFTING,300 BLK OYSTER POINT RD,-76.5109083,37.1035132,C,-76.5109083,37.1035132,C
201733367,2017-11-29,1301,SHOPLIFTING,300 BLK CHATHAM DR,-76.5119698,37.1243049,C,-76.5119698,37.1243049,C
201733411,2017-11-30,1124,SHOPLIFTING,2600 BLK JEFFERSON AVE,-76.42135,36.9825725,C,-76.42135,36.9825725,C
201710153,2017-11-30,1133,SHOPLIFTING,300 BLK OYSTER POINT RD,-76.5109083,37.1035132,C,-76.5109083,37.1035132,C
201710155,2017-12-01,1924,SHOPLIFTING,10800 BLK WARWICK BLVD,-76.4667659,37.0377816,C,-76.4667659,37.0377816,C
201759555,2017-12-02,1524,SHOPLIFTING,12100 BLK JEFFERSON AVE,-76.493523,37.105174,C,-76.493523,37.105174,C
201759561,2017-12-02,1532,SHOPLIFTING,12300 BLK JEFFERSON AVE,-76.495616,37.112658,C,-76.495616,37.112658,C
201710159,2017-12-04,1213,SHOPLIFTING,12300 BLK JEFFERSON AVE,-76.495616,37.112658,C,-76.495616,37.112658,C
201733516,2017-12-04,1443,SHOPLIFTING,12000 BLK JEFFERSON AVE,-76.4871821,37.0973237,O,-76.4871821,37.0973237,O
201759615,2017-12-04,1545,SHOPLIFTING,12100 BLK JEFFERSON AVE,-76.493523,37.105174,C,-76.493523,37.105174,C
201710158,2017-12-04,2024,SHOPLIFTING,3000 BLK JEFFERSON AVE,-76.4225932,36.9851262,R,-76.4225932,36.9851262,R
201710157,2017-12-05,1015,SHOPLIFTING,14200 BLK WARWICK BLVD,-76.533162,37.1267791,C,-76.533162,37.1267791,C
201710156,2017-12-05,1051,SHOPLIFTING,14200 BLK WARWICK BLVD,-76.533162,37.1267791,C,-76.533162,37.1267791,C
201759651,2017-12-05,1543,SHOPLIFTING,12300 BLK JEFFERSON AVE,-76.495616,37.112658,C,-76.495616,37.112658,C
201759676,2017-12-06,940,SHOPLIFTING,2300 BLK JEFFERSON AVE,-76.4199088,36.9795191,R,-76.4199088,36.9795191,R
201710162,2017-12-06,1231,SHOPLIFTING,3000 BLK JEFFERSON AVE,-76.4225932,36.9851262,R,-76.4225932,36.9851262,R
201759683,2017-12-06,1342,SHOPLIFTING,6100 BLK JEFFERSON AVE,-76.4441522,37.0204523,C,-76.4441522,37.0204523,C
201710163,2017-12-06,1358,SHOPLIFTING,3000 BLK JEFFERSON AVE,-76.4225932,36.9851262,R,-76.4225932,36.9851262,R
201710164,2017-12-06,1903,SHOPLIFTING,3000 BLK JEFFERSON AVE,-76.4225932,36.9851262,R,-76.4225932,36.9851262,R
201733601,2017-12-06,2118,SHOPLIFTING,12000 BLK JEFFERSON AVE,-76.4871821,37.0973237,O,-76.4871821,37.0973237,O
201733619,2017-12-07,1344,SHOPLIFTING,14200 BLK WARWICK BLVD,-76.533162,37.1267791,C,-76.533162,37.1267791,C
201733657,2017-12-07,1346,SHOPLIFTING,12300 BLK JEFFERSON AVE,-76.495616,37.112658,C,-76.495616,37.112658,C
201759708,2017-12-07,1640,SHOPLIFTING,12400 BLK JEFFERSON AVE,-76.504475,37.119529,M,-76.504475,37.119529,M
201759765,2017-12-09,1800,SHOPLIFTING,12000 BLK JEFFERSON AVE,-76.4871821,37.0973237,O,-76.4871821,37.0973237,O
201759770,2017-12-09,1924,SHOPLIFTING,12300 BLK JEFFERSON AVE,-76.495616,37.112658,C,-76.495616,37.112658,C
201759812,2017-12-11,1232,SHOPLIFTING,12100 BLK JEFFERSON AVE,-76.493523,37.105174,C,-76.493523,37.105174,C
201733751,2017-12-11,2205,SHOPLIFTING,5900 BLK JEFFERSON AVE,-76.4377798,37.0094596,C,-76.4377798,37.0094596,C
201710171,2017-12-12,1512,SHOPLIFTING,14200 BLK WARWICK BLVD,-76.533162,37.1267791,C,-76.533162,37.1267791,C
201759841,2017-12-12,1542,SHOPLIFTING,12300 BLK JEFFERSON AVE,-76.495616,37.112658,C,-76.495616,37.112658,C
201759847,2017-12-12,1909,SHOPLIFTING,12300 BLK JEFFERSON AVE,-76.495616,37.112658,C,-76.495616,37.112658,C
201733799,2017-12-13,1146,SHOPLIFTING,12800 BLK JEFFERSON AVE,-76.5200872,37.1391605,C,-76.5200872,37.1391605,C
201733800,2017-12-13,1159,SHOPLIFTING,12800 BLK JEFFERSON AVE,-76.5200872,37.1391605,C,-76.5200872,37.1391605,C
201733802,2017-12-13,1300,SHOPLIFTING,12300 BLK JEFFERSON AVE,-76.495616,37.112658,C,-76.495616,37.112658,C
201759866,2017-12-13,1350,SHOPLIFTING,12300 BLK JEFFERSON AVE,-76.495616,37.112658,C,-76.495616,37.112658,C
201733810,2017-12-13,1638,SHOPLIFTING,6100 BLK JEFFERSON AVE,-76.4441522,37.0204523,C,-76.4441522,37.0204523,C
201733816,2017-12-13,2058,SHOPLIFTING,12400 BLK JEFFERSON AVE,-76.504475,37.119529,M,-76.504475,37.119529,M
201733819,2017-12-13,2327,SHOPLIFTING,12100 BLK JEFFERSON AVE,-76.493523,37.105174,C,-76.493523,37.105174,C
201759871,2017-12-14,1000,SHOPLIFTING,12300 BLK JEFFERSON AVE,-76.495616,37.112658,C,-76.495616,37.112658,C
201710172,2017-12-14,1840,SHOPLIFTING,600 BLK PILOT HOUSE DR,-76.4780842,37.0807253,C,-76.4780842,37.0807253,C
201733863,2017-12-14,2137,SHOPLIFTING,12700 BLK JEFFERSON AVE,-76.5184453,37.1374683,C,-76.5184453,37.1374683,C
201733890,2017-12-15,1404,SHOPLIFTING,12800 BLK JEFFERSON AVE,-76.5200872,37.1391605,C,-76.5200872,37.1391605,C
201759924,2017-12-15,1759,SHOPLIFTING,6100 BLK JEFFERSON AVE,-76.4441522,37.0204523,C,-76.4441522,37.0204523,C
201733913,2017-12-16,1249,SHOPLIFTING,12800 BLK JEFFERSON AVE,-76.5200872,37.1391605,C,-76.5200872,37.1391605,C
201759946,2017-12-16,1518,SHOPLIFTING,600 BLK PILOT HOUSE DR,-76.4780842,37.0807253,C,-76.4780842,37.0807253,C
201759972,2017-12-17,1006,SHOPLIFTING,3700 BLK MARSHALL AVE,-76.419782,36.992401,M,-76.419782,36.992401,M
201759973,2017-12-17,1256,SHOPLIFTING,12400 BLK JEFFERSON AVE,-76.504475,37.119529,M,-76.504475,37.119529,M
201710179,2017-12-17,1702,SHOPLIFTING,12300 BLK JEFFERSON AVE,-76.495616,37.112658,C,-76.495616,37.112658,C
201733950,2017-12-18,815,SHOPLIFTING,300 BLK CHATHAM DR,-76.5119698,37.1243049,C,-76.5119698,37.1243049,C
201733951,2017-12-18,934,SHOPLIFTING,400 BLK OYSTER POINT RD,-76.5064401,37.1059278,C,-76.5064401,37.1059278,C
201710178,2017-12-18,1256,SHOPLIFTING,600 BLK STONEY CREEK LN,-76.520323,37.1424356,R,-76.520323,37.1424356,R
201733966,2017-12-18,1536,SHOPLIFTING,12800 BLK JEFFERSON AVE,-76.5200872,37.1391605,C,-76.5200872,37.1391605,C
201710176,2017-12-18,1642,SHOPLIFTING,14200 BLK WARWICK BLVD,-76.533162,37.1267791,C,-76.533162,37.1267791,C
201733979,2017-12-18,1804,SHOPLIFTING,12300 BLK JEFFERSON AVE,-76.495616,37.112658,C,-76.495616,37.112658,C
201760024,2017-12-19,1521,SHOPLIFTING,12100 BLK JEFFERSON AVE,-76.493523,37.105174,C,-76.493523,37.105174,C
201710175,2017-12-19,1532,SHOPLIFTING,600 BLK STONEY CREEK LN,-76.520323,37.1424356,R,-76.520323,37.1424356,R
201760037,2017-12-19,1914,SHOPLIFTING,2300 BLK JEFFERSON AVE,-76.4199088,36.9795191,R,-76.4199088,36.9795191,R
201734021,2017-12-20,253,SHOPLIFTING,10100 BLK WARWICK BLVD,-76.4570745,37.0294432,C,-76.4570745,37.0294432,C
201760060,2017-12-20,1741,SHOPLIFTING,6100 BLK JEFFERSON AVE,-76.4441522,37.0204523,C,-76.4441522,37.0204523,C
201710174,2017-12-20,1956,SHOPLIFTING,#Error,-76.4730122,37.0870821,C,-76.4730122,37.0870821,C
201760069,2017-12-20,2148,SHOPLIFTING,6100 BLK JEFFERSON AVE,-76.4441522,37.0204523,C,-76.4441522,37.0204523,C
201760087,2017-12-21,1521,SHOPLIFTING,12400 BLK JEFFERSON AVE,-76.504475,37.119529,M,-76.504475,37.119529,M
201734073,2017-12-21,1611,SHOPLIFTING,12200 BLK JEFFERSON AVE,-76.4962531,37.1094588,C,-76.4962531,37.1094588,C
201760092,2017-12-21,1727,SHOPLIFTING,12300 BLK JEFFERSON AVE,-76.495616,37.112658,C,-76.495616,37.112658,C
201760095,2017-12-21,1856,SHOPLIFTING,6100 BLK JEFFERSON AVE,-76.4441522,37.0204523,C,-76.4441522,37.0204523,C
201734104,2017-12-22,1713,SHOPLIFTING,12100 BLK JEFFERSON AVE,-76.493523,37.105174,C,-76.493523,37.105174,C
201734122,2017-12-23,1247,SHOPLIFTING,1500 BLK JEFFERSON AVE,-76.4167105,36.9747287,R,-76.4167105,36.9747287,R
201734139,2017-12-24,410,SHOPLIFTING,12700 BLK JEFFERSON AVE,-76.5184453,37.1374683,C,-76.5184453,37.1374683,C
201734162,2017-12-25,536,SHOPLIFTING,6100 BLK JEFFERSON AVE,-76.4441522,37.0204523,C,-76.4441522,37.0204523,C
201710184,2017-12-27,1410,SHOPLIFTING,12300 BLK JEFFERSON AVE,-76.495616,37.112658,C,-76.495616,37.112658,C
201734295,2017-12-27,1600,SHOPLIFTING,6100 BLK JEFFERSON AVE,-76.4441522,37.0204523,C,-76.4441522,37.0204523,C
201760255,2017-12-27,1703,SHOPLIFTING,12400 BLK JEFFERSON AVE,-76.504475,37.119529,M,-76.504475,37.119529,M
201734240,2017-12-27,1916,SHOPLIFTING,12500 BLK JEFFERSON AVE,-76.5100863,37.1276496,M,-76.5100863,37.1276496,M
201734241,2017-12-27,1938,SHOPLIFTING,12500 BLK JEFFERSON AVE,-76.5100863,37.1276496,M,-76.5100863,37.1276496,M
201760261,2017-12-27,2040,SHOPLIFTING,12400 BLK JEFFERSON AVE,-76.504475,37.119529,M,-76.504475,37.119529,M
201800004,2017-12-29,1920,SHOPLIFTING,300 BLK OYSTER POINT RD,-76.5109083,37.1035132,C,-76.5109083,37.1035132,C
201734289,2017-12-29,2221,SHOPLIFTING,15500 BLK WARWICK BLVD,-76.556432,37.1588069,C,-76.556432,37.1588069,C
201760326,2017-12-30,1722,SHOPLIFTING,12100 BLK JEFFERSON AVE,-76.493523,37.105174,C,-76.493523,37.105174,C
201760334,2017-12-30,1945,SHOPLIFTING,12100 BLK JEFFERSON AVE,-76.493523,37.105174,C,-76.493523,37.105174,C
201760357,2017-12-31,1558,SHOPLIFTING,6100 BLK JEFFERSON AVE,-76.4441522,37.0204523,C,-76.4441522,37.0204523,C
201820074,2018-01-03,1828,SHOPLIFTING,15500 BLK WARWICK BLVD,-76.556432,37.1588069,C,-76.556432,37.1588069,C
201820087,2018-01-04,50,SHOPLIFTING,10100 BLK WARWICK BLVD,-76.4570745,37.0294432,C,-76.4570745,37.0294432,C
201850071,2018-01-04,901,SHOPLIFTING,2600 BLK JEFFERSON AVE,-76.42135,36.9825725,C,-76.42135,36.9825725,C
201820114,2018-01-05,822,SHOPLIFTING,300 BLK CHATHAM DR,-76.5119698,37.1243049,C,-76.5119698,37.1243049,C
