REPORT NUMBER,DATE,TIME,OFFENSE,ADDRESS,X_Coordinates,Y_Coordinates,Zones,X_Coordinates.1,Y_Coordinates.1,Zones.1
201609841,2016-11-22,1508,SHOPLIFTING,12300 BLK JEFFERSON AVE,-76.495616,37.112658,C,-76.495616,37.112658,C
201609843,2016-11-22,1520,SHOPLIFTING,12300 BLK JEFFERSON AVE,-76.495616,37.112658,C,-76.495616,37.112658,C
201609844,2016-11-22,1528,SHOPLIFTING,12300 BLK JEFFERSON AVE,-76.495616,37.112658,C,-76.495616,37.112658,C
201609848,2016-11-22,1648,SHOPLIFTING,12000 BLK JEFFERSON AVE,-76.4871821,37.0973237,O,-76.4871821,37.0973237,O
201609849,2016-11-22,1653,SHOPLIFTING,12000 BLK JEFFERSON AVE,-76.4871821,37.0973237,O,-76.4871821,37.0973237,O
201659453,2016-11-25,903,SHOPLIFTING,12400 BLK JEFFERSON AVE,-76.504475,37.119529,M,-76.504475,37.119529,M
201609906,2016-11-25,1317,SHOPLIFTING,12300 BLK JEFFERSON AVE,-76.495616,37.112658,C,-76.495616,37.112658,C
201609916,2016-11-25,1720,SHOPLIFTING,6100 BLK JEFFERSON AVE,-76.4441522,37.0204523,C,-76.4441522,37.0204523,C
201659499,2016-11-26,2154,SHOPLIFTING,500 BLK BLAND BLVD,-76.518583,37.122077,P,-76.518583,37.122077,P
201609949,2016-11-27,619,SHOPLIFTING,12400 BLK JEFFERSON AVE,-76.504475,37.119529,M,-76.504475,37.119529,M
201609987,2016-11-28,1140,SHOPLIFTING,500 BLK BLAND BLVD,-76.518583,37.122077,P,-76.518583,37.122077,P
201659539,2016-11-28,1238,SHOPLIFTING,500 BLK BLAND BLVD,-76.518583,37.122077,P,-76.518583,37.122077,P
201659576,2016-11-29,1622,SHOPLIFTING,6100 BLK JEFFERSON AVE,-76.4441522,37.0204523,C,-76.4441522,37.0204523,C
201659587,2016-11-29,1937,SHOPLIFTING,12100 BLK JEFFERSON AVE,-76.493523,37.105174,C,-76.493523,37.105174,C
201659611,2016-11-30,1501,SHOPLIFTING,12100 BLK JEFFERSON AVE,-76.493523,37.105174,C,-76.493523,37.105174,C
201659614,2016-11-30,1726,SHOPLIFTING,12200 BLK JEFFERSON AVE,-76.4962531,37.1094588,C,-76.4962531,37.1094588,C
201659618,2016-11-30,1829,SHOPLIFTING,6100 BLK JEFFERSON AVE,-76.4441522,37.0204523,C,-76.4441522,37.0204523,C
201610074,2016-12-01,29,SHOPLIFTING,3300 BLK WEST AVE,-76.434969,36.982524,C,-76.434969,36.982524,C
201610075,2016-12-01,141,SHOPLIFTING,4900 BLK JEFFERSON AVE,-76.4305389,36.9973523,C,-76.4305389,36.9973523,C
201610139,2016-12-02,1645,SHOPLIFTING,500 BLK BLAND BLVD,-76.518583,37.122077,P,-76.518583,37.122077,P
201610237,2016-12-05,1940,SHOPLIFTING,12300 BLK JEFFERSON AVE,-76.495616,37.112658,C,-76.495616,37.112658,C
201610281,2016-12-07,1106,SHOPLIFTING,11500 BLK JEFFERSON AVE,-76.4715138,37.0698076,C,-76.4715138,37.0698076,C
201610278,2016-12-07,1106,SHOPLIFTING,11500 BLK JEFFERSON AVE,-76.4715138,37.0698076,C,-76.4715138,37.0698076,C
201659827,2016-12-07,1657,SHOPLIFTING,12400 BLK JEFFERSON AVE,-76.504475,37.119529,M,-76.504475,37.119529,M
201610326,2016-12-08,1753,SHOPLIFTING,12500 BLK JEFFERSON AVE,-76.5100863,37.1276496,M,-76.5100863,37.1276496,M
201659862,2016-12-08,1931,SHOPLIFTING,600 BLK PILOT HOUSE DR,-76.4780842,37.0807253,C,-76.4780842,37.0807253,C
201659882,2016-12-09,1245,SHOPLIFTING,12400 BLK JEFFERSON AVE,-76.504475,37.119529,M,-76.504475,37.119529,M
201610380,2016-12-10,1651,SHOPLIFTING,12000 BLK JEFFERSON AVE,-76.4871821,37.0973237,O,-76.4871821,37.0973237,O
201610383,2016-12-10,1825,SHOPLIFTING,13000 BLK WARWICK BLVD,-76.5119247,37.1047618,C,-76.5119247,37.1047618,C
201659935,2016-12-11,447,SHOPLIFTING,2600 BLK JEFFERSON AVE,-76.42135,36.9825725,C,-76.42135,36.9825725,C
201610420,2016-12-12,1442,SHOPLIFTING,300 BLK CHATHAM DR,-76.5119698,37.1243049,C,-76.5119698,37.1243049,C
201659978,2016-12-12,1754,SHOPLIFTING,300 BLK CHATHAM DR,-76.5119698,37.1243049,C,-76.5119698,37.1243049,C
201610435,2016-12-12,2003,SHOPLIFTING,12100 BLK JEFFERSON AVE,-76.493523,37.105174,C,-76.493523,37.105174,C
201659984,2016-12-12,2227,SHOPLIFTING,12100 BLK JEFFERSON AVE,-76.493523,37.105174,C,-76.493523,37.105174,C
201610447,2016-12-13,1134,SHOPLIFTING,11500 BLK JEFFERSON AVE,-76.4715138,37.0698076,C,-76.4715138,37.0698076,C
201610455,2016-12-13,1323,SHOPLIFTING,600 BLK PILOT HOUSE DR,-76.4780842,37.0807253,C,-76.4780842,37.0807253,C
201660008,2016-12-13,1752,SHOPLIFTING,500 BLK BLAND BLVD,-76.518583,37.122077,P,-76.518583,37.122077,P
201610481,2016-12-14,1217,SHOPLIFTING,12000 BLK JEFFERSON AVE,-76.4871821,37.0973237,O,-76.4871821,37.0973237,O
201660030,2016-12-14,1442,SHOPLIFTING,12000 BLK JEFFERSON AVE,-76.4871821,37.0973237,O,-76.4871821,37.0973237,O
201660101,2016-12-17,1444,SHOPLIFTING,12300 BLK JEFFERSON AVE,-76.495616,37.112658,C,-76.495616,37.112658,C
201610586,2016-12-17,1603,SHOPLIFTING,13000 BLK WARWICK BLVD,-76.5119247,37.1047618,C,-76.5119247,37.1047618,C
201610588,2016-12-17,1701,SHOPLIFTING,500 BLK BLAND BLVD,-76.518583,37.122077,P,-76.518583,37.122077,P
201660105,2016-12-17,1819,SHOPLIFTING,13100 BLK JEFFERSON AVE,-76.5367568,37.1607763,M,-76.5367568,37.1607763,M
201660107,2016-12-17,1945,SHOPLIFTING,12100 BLK JEFFERSON AVE,-76.493523,37.105174,C,-76.493523,37.105174,C
201660111,2016-12-17,2109,SHOPLIFTING,12300 BLK JEFFERSON AVE,-76.495616,37.112658,C,-76.495616,37.112658,C
201660130,2016-12-18,1341,SHOPLIFTING,6100 BLK JEFFERSON AVE,-76.4441522,37.0204523,C,-76.4441522,37.0204523,C
201660135,2016-12-18,1649,SHOPLIFTING,6100 BLK JEFFERSON AVE,-76.4441522,37.0204523,C,-76.4441522,37.0204523,C
201610601,2016-12-18,1653,SHOPLIFTING,12000 BLK JEFFERSON AVE,-76.4871821,37.0973237,O,-76.4871821,37.0973237,O
201610603,2016-12-18,1811,SHOPLIFTING,12000 BLK JEFFERSON AVE,-76.4871821,37.0973237,O,-76.4871821,37.0973237,O
201660157,2016-12-19,1401,SHOPLIFTING,12500 BLK JEFFERSON AVE,-76.5100863,37.1276496,M,-76.5100863,37.1276496,M
201660159,2016-12-19,1453,SHOPLIFTING,12400 BLK JEFFERSON AVE,-76.504475,37.119529,M,-76.504475,37.119529,M
201660163,2016-12-19,1713,SHOPLIFTING,500 BLK BLAND BLVD,-76.518583,37.122077,P,-76.518583,37.122077,P
201610638,2016-12-20,1148,SHOPLIFTING,1100 BLK BRIARFIELD RD,-76.4214174,37.0117179,R,-76.4214174,37.0117179,R
201660189,2016-12-20,1442,SHOPLIFTING,12400 BLK JEFFERSON AVE,-76.504475,37.119529,M,-76.504475,37.119529,M
201610683,2016-12-21,1745,SHOPLIFTING,12000 BLK JEFFERSON AVE,-76.4871821,37.0973237,O,-76.4871821,37.0973237,O
201610684,2016-12-21,1849,SHOPLIFTING,600 BLK NEWMARKET DR N,-76.4417094,37.021798,C,-76.4417094,37.021798,C
201660254,2016-12-22,1520,SHOPLIFTING,12100 BLK JEFFERSON AVE,-76.493523,37.105174,C,-76.493523,37.105174,C
201660279,2016-12-23,1118,SHOPLIFTING,300 BLK CHATHAM DR,-76.5119698,37.1243049,C,-76.5119698,37.1243049,C
201660286,2016-12-23,1140,SHOPLIFTING,12000 BLK JEFFERSON AVE,-76.4871821,37.0973237,O,-76.4871821,37.0973237,O
201660290,2016-12-23,1327,SHOPLIFTING,12400 BLK JEFFERSON AVE,-76.504475,37.119529,M,-76.504475,37.119529,M
201660296,2016-12-23,1705,SHOPLIFTING,12300 BLK JEFFERSON AVE,-76.495616,37.112658,C,-76.495616,37.112658,C
201610776,2016-12-25,2151,SHOPLIFTING,9500 BLK WARWICK BLVD,-76.4537931,37.0241418,C,-76.4537931,37.0241418,C
201660375,2016-12-26,838,SHOPLIFTING,2400 BLK OAK AVE,-76.4031328,36.9879121,C,-76.4031328,36.9879121,C
201660417,2016-12-27,1849,SHOPLIFTING,12400 BLK JEFFERSON AVE,-76.504475,37.119529,M,-76.504475,37.119529,M
201610832,2016-12-28,1249,SHOPLIFTING,12300 BLK JEFFERSON AVE,-76.495616,37.112658,C,-76.495616,37.112658,C
201610848,2016-12-29,216,SHOPLIFTING,13300 BLK WARWICK BLVD,-76.5188129,37.1145035,C,-76.5188129,37.1145035,C
201610871,2016-12-29,1521,SHOPLIFTING,500 BLK BLAND BLVD,-76.518583,37.122077,P,-76.518583,37.122077,P
201610872,2016-12-29,1541,SHOPLIFTING,300 BLK CHATHAM DR,-76.5119698,37.1243049,C,-76.5119698,37.1243049,C
201610900,2016-12-30,1435,SHOPLIFTING,300 BLK OYSTER POINT RD,-76.5109083,37.1035132,C,-76.5109083,37.1035132,C
201660501,2016-12-31,1435,SHOPLIFTING,500 BLK BLAND BLVD,-76.518583,37.122077,P,-76.518583,37.122077,P
201700011,2017-01-01,1651,SHOPLIFTING,2600 BLK JEFFERSON AVE,-76.42135,36.9825725,C,-76.42135,36.9825725,C
201750037,2017-01-02,1747,SHOPLIFTING,12100 BLK JEFFERSON AVE,-76.493523,37.105174,C,-76.493523,37.105174,C
201750061,2017-01-03,947,SHOPLIFTING,6100 BLK JEFFERSON AVE,-76.4441522,37.0204523,C,-76.4441522,37.0204523,C
201750063,2017-01-03,1047,SHOPLIFTING,900 BLK J CLYDE MORRIS BLVD,-76.4589279,37.0888359,C,-76.4589279,37.0888359,C
201700119,2017-01-05,1244,SHOPLIFTING,12300 BLK JEFFERSON AVE,-76.495616,37.112658,C,-76.495616,37.112658,C
201700137,2017-01-05,1412,SHOPLIFTING,600 BLK PILOT HOUSE DR,-76.4780842,37.0807253,C,-76.4780842,37.0807253,C
201700138,2017-01-05,1453,SHOPLIFTING,600 BLK DRESDEN DR,-76.4632065,37.0552779,C,-76.4632065,37.0552779,C
201700159,2017-01-06,1626,SHOPLIFTING,12000 BLK JEFFERSON AVE,-76.4871821,37.0973237,O,-76.4871821,37.0973237,O
201700173,2017-01-08,1111,SHOPLIFTING,300 BLK OYSTER POINT RD,-76.5109083,37.1035132,C,-76.5109083,37.1035132,C
201700183,2017-01-08,1607,SHOPLIFTING,12400 BLK JEFFERSON AVE,-76.504475,37.119529,M,-76.504475,37.119529,M
201750224,2017-01-09,1554,SHOPLIFTING,6100 BLK JEFFERSON AVE,-76.4441522,37.0204523,C,-76.4441522,37.0204523,C
201700208,2017-01-09,1831,SHOPLIFTING,600 BLK PILOT HOUSE DR,-76.4780842,37.0807253,C,-76.4780842,37.0807253,C
201700216,2017-01-10,936,SHOPLIFTING,3100 BLK JEFFERSON AVE,-76.4231737,36.9854288,C,-76.4231737,36.9854288,C
201750245,2017-01-10,1612,SHOPLIFTING,6100 BLK JEFFERSON AVE,-76.4441522,37.0204523,C,-76.4441522,37.0204523,C
201700251,2017-01-11,1441,SHOPLIFTING,12400 BLK JEFFERSON AVE,-76.504475,37.119529,M,-76.504475,37.119529,M
201700268,2017-01-12,1020,SHOPLIFTING,3100 BLK JEFFERSON AVE,-76.4231737,36.9854288,C,-76.4231737,36.9854288,C
201700278,2017-01-12,1437,SHOPLIFTING,300 BLK CHATHAM DR,-76.5119698,37.1243049,C,-76.5119698,37.1243049,C
201750297,2017-01-12,1730,SHOPLIFTING,6100 BLK JEFFERSON AVE,-76.4441522,37.0204523,C,-76.4441522,37.0204523,C
201700313,2017-01-13,1435,SHOPLIFTING,10800 BLK WARWICK BLVD,-76.4667659,37.0377816,C,-76.4667659,37.0377816,C
201700311,2017-01-13,1435,SHOPLIFTING,10800 BLK WARWICK BLVD,-76.4667659,37.0377816,C,-76.4667659,37.0377816,C
201700329,2017-01-13,1907,SHOPLIFTING,300 BLK OYSTER POINT RD,-76.5109083,37.1035132,C,-76.5109083,37.1035132,C
201700331,2017-01-13,2205,SHOPLIFTING,12000 BLK JEFFERSON AVE,-76.4871821,37.0973237,O,-76.4871821,37.0973237,O
201750361,2017-01-14,1352,SHOPLIFTING,12100 BLK JEFFERSON AVE,-76.493523,37.105174,C,-76.493523,37.105174,C
201700344,2017-01-14,1410,SHOPLIFTING,12400 BLK WARWICK BLVD,-76.4922018,37.0681471,C,-76.4922018,37.0681471,C
201750364,2017-01-14,1755,SHOPLIFTING,12100 BLK JEFFERSON AVE,-76.493523,37.105174,C,-76.493523,37.105174,C
201700346,2017-01-14,1949,SHOPLIFTING,12300 BLK JEFFERSON AVE,-76.495616,37.112658,C,-76.495616,37.112658,C
201750421,2017-01-16,1315,SHOPLIFTING,6100 BLK JEFFERSON AVE,-76.4441522,37.0204523,C,-76.4441522,37.0204523,C
201750412,2017-01-16,1530,SHOPLIFTING,6100 BLK JEFFERSON AVE,-76.4441522,37.0204523,C,-76.4441522,37.0204523,C
201750448,2017-01-17,1628,SHOPLIFTING,300 BLK CHATHAM DR,-76.5119698,37.1243049,C,-76.5119698,37.1243049,C
201750456,2017-01-17,2059,SHOPLIFTING,600 BLK PILOT HOUSE DR,-76.4780842,37.0807253,C,-76.4780842,37.0807253,C
201700455,2017-01-18,1933,SHOPLIFTING,10800 BLK WARWICK BLVD,-76.4667659,37.0377816,C,-76.4667659,37.0377816,C
201700485,2017-01-19,1320,SHOPLIFTING,12000 BLK JEFFERSON AVE,-76.4871821,37.0973237,O,-76.4871821,37.0973237,O
201700489,2017-01-19,1444,SHOPLIFTING,12200 BLK JEFFERSON AVE,-76.4962531,37.1094588,C,-76.4962531,37.1094588,C
201750502,2017-01-19,1924,SHOPLIFTING,6100 BLK JEFFERSON AVE,-76.4441522,37.0204523,C,-76.4441522,37.0204523,C
201750525,2017-01-20,1614,SHOPLIFTING,12300 BLK JEFFERSON AVE,-76.495616,37.112658,C,-76.495616,37.112658,C
201700536,2017-01-20,1851,SHOPLIFTING,12000 BLK JEFFERSON AVE,-76.4871821,37.0973237,O,-76.4871821,37.0973237,O
201700538,2017-01-20,2040,SHOPLIFTING,12000 BLK JEFFERSON AVE,-76.4871821,37.0973237,O,-76.4871821,37.0973237,O
201750555,2017-01-21,1125,SHOPLIFTING,12300 BLK JEFFERSON AVE,-76.495616,37.112658,C,-76.495616,37.112658,C
201700553,2017-01-21,1537,SHOPLIFTING,600 BLK PILOT HOUSE DR,-76.4780842,37.0807253,C,-76.4780842,37.0807253,C
201700554,2017-01-21,1546,SHOPLIFTING,600 BLK PILOT HOUSE DR,-76.4780842,37.0807253,C,-76.4780842,37.0807253,C
201700555,2017-01-21,1556,SHOPLIFTING,600 BLK PILOT HOUSE DR,-76.4780842,37.0807253,C,-76.4780842,37.0807253,C
201700557,2017-01-21,1626,SHOPLIFTING,10800 BLK WARWICK BLVD,-76.4667659,37.0377816,C,-76.4667659,37.0377816,C
201750566,2017-01-21,1721,SHOPLIFTING,12500 BLK JEFFERSON AVE,-76.5100863,37.1276496,M,-76.5100863,37.1276496,M
201700558,2017-01-21,1729,SHOPLIFTING,300 BLK CHATHAM DR,-76.5119698,37.1243049,C,-76.5119698,37.1243049,C
201700559,2017-01-21,1733,SHOPLIFTING,300 BLK OYSTER POINT RD,-76.5109083,37.1035132,C,-76.5109083,37.1035132,C
201700561,2017-01-21,1855,SHOPLIFTING,600 BLK PILOT HOUSE DR,-76.4780842,37.0807253,C,-76.4780842,37.0807253,C
201700575,2017-01-22,1735,SHOPLIFTING,600 BLK PILOT HOUSE DR,-76.4780842,37.0807253,C,-76.4780842,37.0807253,C
201750593,2017-01-22,1947,SHOPLIFTING,12100 BLK JEFFERSON AVE,-76.493523,37.105174,C,-76.493523,37.105174,C
201750607,2017-01-23,1118,SHOPLIFTING,600 BLK NEWMARKET DR N,-76.4417094,37.021798,C,-76.4417094,37.021798,C
201700614,2017-01-23,1227,SHOPLIFTING,300 BLK OYSTER POINT RD,-76.5109083,37.1035132,C,-76.5109083,37.1035132,C
201750621,2017-01-23,1914,SHOPLIFTING,12100 BLK JEFFERSON AVE,-76.493523,37.105174,C,-76.493523,37.105174,C
201750637,2017-01-24,1130,SHOPLIFTING,12400 BLK WARWICK BLVD,-76.4922018,37.0681471,C,-76.4922018,37.0681471,C
201700660,2017-01-24,1350,SHOPLIFTING,2300 BLK JEFFERSON AVE,-76.4199088,36.9795191,R,-76.4199088,36.9795191,R
201700661,2017-01-24,1420,SHOPLIFTING,600 BLK STONEY CREEK LN,-76.520323,37.1424356,R,-76.520323,37.1424356,R
201700685,2017-01-25,1129,SHOPLIFTING,3100 BLK JEFFERSON AVE,-76.4231737,36.9854288,C,-76.4231737,36.9854288,C
201700686,2017-01-25,1148,SHOPLIFTING,1300 BLK JEFFERSON AVE,-76.416502,36.9739797,R,-76.416502,36.9739797,R
201700692,2017-01-25,1528,SHOPLIFTING,600 BLK STONEY CREEK LN,-76.520323,37.1424356,R,-76.520323,37.1424356,R
201750674,2017-01-25,1610,SHOPLIFTING,6100 BLK JEFFERSON AVE,-76.4441522,37.0204523,C,-76.4441522,37.0204523,C
201750702,2017-01-26,1148,SHOPLIFTING,500 BLK BLAND BLVD,-76.518583,37.122077,P,-76.518583,37.122077,P
201750710,2017-01-26,1337,SHOPLIFTING,3100 BLK JEFFERSON AVE,-76.4231737,36.9854288,C,-76.4231737,36.9854288,C
201750716,2017-01-26,1738,SHOPLIFTING,6100 BLK JEFFERSON AVE,-76.4441522,37.0204523,C,-76.4441522,37.0204523,C
201750720,2017-01-26,1849,SHOPLIFTING,12900 BLK JEFFERSON AVE,-76.528324,37.1497,C,-76.528324,37.1497,C
201700728,2017-01-27,900,SHOPLIFTING,12000 BLK JEFFERSON AVE,-76.4871821,37.0973237,O,-76.4871821,37.0973237,O
201700746,2017-01-27,1505,SHOPLIFTING,13300 BLK JEFFERSON AVE,-76.5431196,37.1681819,R,-76.5431196,37.1681819,R
201750742,2017-01-27,1515,SHOPLIFTING,12000 BLK JEFFERSON AVE,-76.4871821,37.0973237,O,-76.4871821,37.0973237,O
201700764,2017-01-28,837,SHOPLIFTING,600 BLK STONEY CREEK LN,-76.520323,37.1424356,R,-76.520323,37.1424356,R
201700779,2017-01-28,1738,SHOPLIFTING,600 BLK PILOT HOUSE DR,-76.4780842,37.0807253,C,-76.4780842,37.0807253,C
201700820,2017-01-30,1105,SHOPLIFTING,300 BLK CHATHAM DR,-76.5119698,37.1243049,C,-76.5119698,37.1243049,C
201750837,2017-01-30,1607,SHOPLIFTING,6100 BLK JEFFERSON AVE,-76.4441522,37.0204523,C,-76.4441522,37.0204523,C
201700841,2017-01-30,1715,SHOPLIFTING,13500 BLK WARWICK BLVD,-76.5209976,37.1167397,C,-76.5209976,37.1167397,C
201750871,2017-01-31,1236,SHOPLIFTING,12100 BLK JEFFERSON AVE,-76.493523,37.105174,C,-76.493523,37.105174,C
201700871,2017-02-01,407,SHOPLIFTING,12300 BLK WARWICK BLVD,-76.4889633,37.0639807,C,-76.4889633,37.0639807,C
201700885,2017-02-01,1159,SHOPLIFTING,300 BLK CHATHAM DR,-76.5119698,37.1243049,C,-76.5119698,37.1243049,C
201750896,2017-02-01,1702,SHOPLIFTING,6100 BLK JEFFERSON AVE,-76.4441522,37.0204523,C,-76.4441522,37.0204523,C
201700900,2017-02-01,1827,SHOPLIFTING,300 BLK OYSTER POINT RD,-76.5109083,37.1035132,C,-76.5109083,37.1035132,C
201750921,2017-02-02,1150,SHOPLIFTING,14300 BLK WARWICK BLVD,-76.5349533,37.1275595,C,-76.5349533,37.1275595,C
201700922,2017-02-02,1307,SHOPLIFTING,11000 BLK WARWICK BLVD,-76.4729667,37.0432474,C,-76.4729667,37.0432474,C
201700970,2017-02-03,2015,SHOPLIFTING,13200 BLK WARWICK BLVD,-76.5165735,37.1120849,C,-76.5165735,37.1120849,C
201700984,2017-02-04,1404,SHOPLIFTING,0 BLK HIDEN BLVD,-76.5004773,37.0676714,R,-76.5004773,37.0676714,R
201750974,2017-02-04,1447,SHOPLIFTING,12400 BLK JEFFERSON AVE,-76.504475,37.119529,M,-76.504475,37.119529,M
201700990,2017-02-04,1614,SHOPLIFTING,600 BLK STONEY CREEK LN,-76.520323,37.1424356,R,-76.520323,37.1424356,R
201750977,2017-02-04,1640,SHOPLIFTING,12400 BLK JEFFERSON AVE,-76.504475,37.119529,M,-76.504475,37.119529,M
201700997,2017-02-04,2135,SHOPLIFTING,600 BLK PILOT HOUSE DR,-76.4780842,37.0807253,C,-76.4780842,37.0807253,C
201701044,2017-02-06,1702,SHOPLIFTING,600 BLK NEWMARKET DR N,-76.4417094,37.021798,C,-76.4417094,37.021798,C
201751054,2017-02-07,1700,SHOPLIFTING,3300 BLK WEST AVE,-76.434969,36.982524,C,-76.434969,36.982524,C
201701101,2017-02-08,1042,SHOPLIFTING,13200 BLK WARWICK BLVD,-76.5165735,37.1120849,C,-76.5165735,37.1120849,C
201701117,2017-02-08,1718,SHOPLIFTING,700 BLK J CLYDE MORRIS BLVD,-76.4667135,37.0765421,C,-76.4667135,37.0765421,C
201751089,2017-02-08,2000,SHOPLIFTING,6100 BLK JEFFERSON AVE,-76.4441522,37.0204523,C,-76.4441522,37.0204523,C
201701165,2017-02-10,1129,SHOPLIFTING,14300 BLK WARWICK BLVD,-76.5349533,37.1275595,C,-76.5349533,37.1275595,C
201701172,2017-02-10,1508,SHOPLIFTING,300 BLK CHATHAM DR,-76.5119698,37.1243049,C,-76.5119698,37.1243049,C
201701208,2017-02-11,1957,SHOPLIFTING,500 BLK BLAND BLVD,-76.518583,37.122077,P,-76.518583,37.122077,P
201701211,2017-02-11,2232,SHOPLIFTING,600 BLK PILOT HOUSE DR,-76.4780842,37.0807253,C,-76.4780842,37.0807253,C
201751188,2017-02-12,1134,SHOPLIFTING,14300 BLK WARWICK BLVD,-76.5349533,37.1275595,C,-76.5349533,37.1275595,C
201701268,2017-02-13,1334,SHOPLIFTING,600 BLK PILOT HOUSE DR,-76.4780842,37.0807253,C,-76.4780842,37.0807253,C
201701815,2017-02-14,1530,SHOPLIFTING,6100 BLK JEFFERSON AVE,-76.4441522,37.0204523,C,-76.4441522,37.0204523,C
201751256,2017-02-14,1747,SHOPLIFTING,6100 BLK JEFFERSON AVE,-76.4441522,37.0204523,C,-76.4441522,37.0204523,C
201751258,2017-02-14,1811,SHOPLIFTING,12100 BLK JEFFERSON AVE,-76.493523,37.105174,C,-76.493523,37.105174,C
201701321,2017-02-15,1130,SHOPLIFTING,600 BLK STONEY CREEK LN,-76.520323,37.1424356,R,-76.520323,37.1424356,R
201701329,2017-02-15,1718,SHOPLIFTING,600 BLK PILOT HOUSE DR,-76.4780842,37.0807253,C,-76.4780842,37.0807253,C
201751284,2017-02-15,1823,SHOPLIFTING,12100 BLK JEFFERSON AVE,-76.493523,37.105174,C,-76.493523,37.105174,C
201751286,2017-02-15,1904,SHOPLIFTING,6100 BLK JEFFERSON AVE,-76.4441522,37.0204523,C,-76.4441522,37.0204523,C
201751308,2017-02-16,1636,SHOPLIFTING,6100 BLK JEFFERSON AVE,-76.4441522,37.0204523,C,-76.4441522,37.0204523,C
201701399,2017-02-17,1905,SHOPLIFTING,600 BLK PILOT HOUSE DR,-76.4780842,37.0807253,C,-76.4780842,37.0807253,C
201701424,2017-02-18,1451,SHOPLIFTING,0 BLK HIDEN BLVD,-76.5004773,37.0676714,R,-76.5004773,37.0676714,R
201701428,2017-02-18,2031,SHOPLIFTING,300 BLK OYSTER POINT RD,-76.5109083,37.1035132,C,-76.5109083,37.1035132,C
201701438,2017-02-19,1120,SHOPLIFTING,13400 BLK JEFFERSON AVE,-76.5454138,37.1718873,C,-76.5454138,37.1718873,C
201701443,2017-02-19,1536,SHOPLIFTING,300 BLK CHATHAM DR,-76.5119698,37.1243049,C,-76.5119698,37.1243049,C
201751401,2017-02-19,2006,SHOPLIFTING,6100 BLK JEFFERSON AVE,-76.4441522,37.0204523,C,-76.4441522,37.0204523,C
201701483,2017-02-21,3,SHOPLIFTING,12100 BLK JEFFERSON AVE,-76.493523,37.105174,C,-76.493523,37.105174,C
201701505,2017-02-21,1126,SHOPLIFTING,2300 BLK JEFFERSON AVE,-76.4199088,36.9795191,R,-76.4199088,36.9795191,R
201701524,2017-02-21,1925,SHOPLIFTING,300 BLK OYSTER POINT RD,-76.5109083,37.1035132,C,-76.5109083,37.1035132,C
201701545,2017-02-22,1120,SHOPLIFTING,13400 BLK JEFFERSON AVE,-76.5454138,37.1718873,C,-76.5454138,37.1718873,C
201701537,2017-02-22,1139,SHOPLIFTING,3400 BLK JEFFERSON AVE,-76.4244889,36.9875048,C,-76.4244889,36.9875048,C
201751467,2017-02-22,1420,SHOPLIFTING,12400 BLK JEFFERSON AVE,-76.504475,37.119529,M,-76.504475,37.119529,M
201701546,2017-02-22,1514,SHOPLIFTING,9700 BLK JEFFERSON AVE,-76.4505536,37.0291733,C,-76.4505536,37.0291733,C
201701549,2017-02-22,1718,SHOPLIFTING,600 BLK STONEY CREEK LN,-76.520323,37.1424356,R,-76.520323,37.1424356,R
201701821,2017-02-23,1300,SHOPLIFTING,6100 BLK JEFFERSON AVE,-76.4441522,37.0204523,C,-76.4441522,37.0204523,C
201751491,2017-02-23,1504,SHOPLIFTING,6100 BLK JEFFERSON AVE,-76.4441522,37.0204523,C,-76.4441522,37.0204523,C
201701597,2017-02-23,1643,SHOPLIFTING,12200 BLK JEFFERSON AVE,-76.4962531,37.1094588,C,-76.4962531,37.1094588,C
201701609,2017-02-24,1050,SHOPLIFTING,300 BLK OYSTER POINT RD,-76.5109083,37.1035132,C,-76.5109083,37.1035132,C
201751528,2017-02-24,1347,SHOPLIFTING,300 BLK DENBIGH BLVD,-76.5467932,37.1242892,R,-76.5467932,37.1242892,R
201701634,2017-02-24,2056,SHOPLIFTING,1000 BLK JEFFERSON AVE,-76.414342,36.9713472,M,-76.414342,36.9713472,M
201701646,2017-02-25,1332,SHOPLIFTING,500 BLK BLAND BLVD,-76.518583,37.122077,P,-76.518583,37.122077,P
201701648,2017-02-25,1349,SHOPLIFTING,500 BLK BLAND BLVD,-76.518583,37.122077,P,-76.518583,37.122077,P
201701673,2017-02-26,1734,SHOPLIFTING,12000 BLK JEFFERSON AVE,-76.4871821,37.0973237,O,-76.4871821,37.0973237,O
201701697,2017-02-27,1531,SHOPLIFTING,300 BLK OYSTER POINT RD,-76.5109083,37.1035132,C,-76.5109083,37.1035132,C
201751649,2017-02-28,1150,SHOPLIFTING,12400 BLK JEFFERSON AVE,-76.504475,37.119529,M,-76.504475,37.119529,M
201701736,2017-02-28,1345,SHOPLIFTING,300 BLK OYSTER POINT RD,-76.5109083,37.1035132,C,-76.5109083,37.1035132,C
201701735,2017-02-28,1345,SHOPLIFTING,300 BLK OYSTER POINT RD,-76.5109083,37.1035132,C,-76.5109083,37.1035132,C
201701756,2017-02-28,1922,SHOPLIFTING,600 BLK PILOT HOUSE DR,-76.4780842,37.0807253,C,-76.4780842,37.0807253,C
201701807,2017-03-02,1446,SHOPLIFTING,12000 BLK JEFFERSON AVE,-76.4871821,37.0973237,O,-76.4871821,37.0973237,O
