REPORT NUMBER,DATE,TIME,OFFENSE,ADDRESS,X_Coordinates,Y_Coordinates,Zones
201703438,2017-04-29,1122,JUSTIFIABLE HOMICIDE,5800 BLK JEFFERSON AVE,-76.4335878,37.0023942,C
